350
33 188
3 19 231602
3 12 140889
3 18 274285
7 21 186029
29 8 209189
28 20 189745
20 1 207420
18 13 127132
14 28 95353
9 8 222163
24 26 303120
13 27 280622
10 11 297662
17 29 327094
8 7 238833
17 27 175695
1 27 197171
3 26 215176
27 15 65737
27 20 138667
20 16 226084
4 21 187589
13 28 269235
19 17 274406
14 3 237946
3 16 332844
12 10 156306
19 10 300269
20 23 80457
5 15 209034
13 11 283305
4 8 135527
9 21 307069
14 16 105057
28 7 176226
3 28 249720
21 8 224384
1 11 187282
19 16 175020
17 11 300994
7 29 323026
23 15 123947
13 1 96023
11 9 314621
18 26 89281
25 19 78301
14 12 217943
17 24 258529
19 14 167050
8 3 291895
22 24 221780
20 21 296037
24 2 302957
13 17 345236
16 6 69831
16 13 305574
7 19 178540
26 1 132962
27 14 173569
1 4 294746
7 25 100239
27 18 153490
10 22 317465
27 28 167498
26 12 74287
22 1 231096
4 16 281342
1 14 201581
17 23 178371
25 12 284552
2 8 179592
20 2 181939
7 17 296344
8 27 256466
3 2 288699
27 12 138496
20 3 289634
7 3 253540
26 10 168305
22 26 235446
13 14 224490
29 13 237071
19 29 236943
24 14 311197
12 18 163568
14 20 218114
29 11 254489
9 13 161998
6 14 61861
13 2 261429
4 11 310445
5 7 182075
24 8 316815
14 15 107832
2 21 221188
24 18 213839
18 1 222243
12 16 225913
8 13 230108
29 15 272670
22 3 302048
15 28 203185
20 9 304253
19 13 169815
2 19 130875
28 23 109288
20 11 152083
10 4 274494
25 2 135398
15 8 264670
6 1 139720
24 9 248705
20 10 242763
12 1 207249
22 18 262205
26 28 115287
1 25 192947
23 14 137657
6 24 277271
22 12 161159
4 12 298478
5 18 250420
4 24 230021
8 18 102976
26 7 224529
8 6 153906
28 8 138904
19 6 105189
10 27 232514
25 15 282678
3 4 157589
12 19 206251
21 26 221579
6 12 156082
3 5 311811
14 17 217790
5 16 206259
9 3 277069
15 10 184059
6 20 156253
1 24 182730
9 1 258021
13 7 305363
1 5 179405
5 8 309248
23 27 58210
21 28 182209
11 14 109423
24 12 356614
26 14 143656
19 27 196173
10 14 291891
23 3 221175
8 22 297641
2 10 275786
13 24 86707
29 1 287684
13 4 281478
22 17 259244
20 13 283725
28 4 274431
14 4 282911
3 11 330774
5 6 163063
15 16 212889
3 13 302432
9 15 347743
23 12 80286
12 5 285314
28 9 300551
29 14 242153
26 39
21 5 185707
14 7 889938
10 2 598790
25 14 628802
22 15 498904
19 9 871801
11 9 716199
4 6 800955
9 14 675899
7 21 529874
9 24 425955
14 19 707794
20 12 399164
15 23 192410
1 2 914118
12 9 668880
23 8 709335
3 22 853966
19 26 920062
3 20 776283
16 11 276489
12 22 501486
18 24 435200
8 6 744240
26 24 539281
2 18 283702
22 20 604494
26 14 686713
6 21 169279
9 20 816535
6 7 360595
11 21 519621
12 4 661351
15 10 744286
15 7 717268
5 19 781795
13 8 75441
16 21 708359
15 18 429198
42 246
11 7 100084
40 31 136183
30 16 182174
3 18 210949
25 4 137593
18 2 186678
1 39 195146
17 31 317890
19 12 324105
26 42 266036
20 39 132258
39 16 249202
31 12 120848
42 28 315724
6 27 132351
40 14 133796
29 1 183295
14 2 373885
12 30 164698
29 19 235383
30 18 184097
24 18 205328
31 29 199333
13 17 203939
36 26 119891
5 10 262482
38 18 80457
14 35 384223
27 11 119837
42 8 272267
24 31 216180
32 42 288670
3 42 287893
41 7 121596
23 19 220105
38 39 212029
9 41 38526
19 14 295058
38 12 133022
6 35 317297
30 41 58139
24 42 313789
28 3 78921
17 39 255151
9 37 140891
28 13 123609
23 1 261533
15 12 140349
24 33 150549
24 35 230093
2 29 344759
15 33 156767
31 14 216904
15 2 299022
8 15 113149
4 33 136095
40 16 164673
22 10 212875
42 10 335513
4 31 120716
14 17 319729
28 38 157842
25 39 133786
11 1 198277
26 11 70934
4 12 162844
22 28 102245
6 11 86338
33 27 54739
26 32 118600
17 1 307154
38 27 116696
35 36 240208
6 13 121251
15 31 196202
35 32 312993
36 32 91421
32 9 64679
42 4 330264
23 24 200064
25 16 209704
40 42 241928
8 33 91656
21 36 103971
25 9 47144
36 9 65970
36 38 152129
17 20 180038
34 22 215737
10 28 162339
40 1 183377
39 36 152612
9 27 102824
23 26 191927
32 41 103204
1 24 194307
25 1 189180
24 29 135588
14 41 174434
27 26 117426
25 6 22181
32 15 121744
18 35 347850
26 14 157904
10 36 156626
26 37 86970
38 1 78134
13 29 185897
18 19 291440
25 26 101065
3 29 141209
37 27 194735
17 16 258676
14 23 273915
30 8 47840
41 15 131862
25 37 188035
14 8 164135
31 2 224146
34 37 237909
28 33 95885
23 28 151952
33 21 139394
29 34 212257
21 37 262396
35 34 259655
6 32 39716
38 3 156690
4 34 124530
25 17 230964
27 41 134905
42 9 244041
18 41 170816
5 11 149611
18 1 158591
39 34 202431
19 27 255529
18 7 234193
29 6 164068
4 10 220333
31 18 75271
14 13 227077
39 41 125167
1 36 115294
16 24 193227
19 32 223828
21 32 195392
18 32 229162
35 33 307291
32 8 92905
20 9 52670
30 19 178763
38 4 198052
38 22 195829
33 38 61957
6 1 211361
25 29 141887
24 10 217003
11 13 108167
29 38 220130
8 2 315836
19 6 228474
13 12 236238
13 8 119380
13 27 154750
5 24 198954
19 20 211819
27 8 131050
37 35 339283
22 31 202813
41 10 168428
37 13 232045
11 18 220724
27 12 81488
4 20 143119
8 12 136730
7 15 58304
19 3 203001
4 5 212576
31 42 325036
24 15 87169
7 23 221077
36 2 314352
28 25 79599
30 14 155523
37 42 333387
24 9 87119
5 16 282389
15 22 58384
40 11 19126
31 23 195026
7 26 97720
35 12 171064
1 4 200066
24 37 213555
23 39 224648
6 37 210216
12 24 110910
18 14 276774
36 20 44564
6 10 159981
17 22 210359
21 6 200038
16 23 300566
35 3 235714
26 6 123246
4 8 118675
9 3 43852
25 42 291185
12 20 145359
17 6 253145
21 34 189357
21 15 195934
34 3 168217
33 12 136227
29 37 103361
13 42 297207
38 42 304449
22 12 81990
21 17 295831
32 30 45065
40 33 65543
11 19 176162
26 39 32721
19 15 252486
39 9 86642
7 32 147750
26 18 232057
35 41 286839
26 41 92446
15 42 226620
32 4 155128
20 25 99814
33 5 196028
9 8 28226
17 3 139969
33 25 71346
39 13 177796
33 29 158173
25 15 104209
31 11 151083
19 37 300040
11 3 60865
11 34 150063
19 5 291747
29 9 133971
2 1
1 2 5
9 2
9 4 445726
4 1 197108
27 6
24 22 493100
10 8 859576
18 16 111334
27 6 697827
20 8 898488
23 14 539918
41 66
29 24 435171
38 1 591320
13 16 998945
27 21 981066
31 30 551113
28 36 432560
10 18 685962
9 41 550731
19 25 582327
11 26 42424
8 19 557902
6 15 800750
38 9 547725
14 19 561167
24 10 313153
36 41 529339
31 16 925047
37 40 196088
28 32 404271
30 41 353800
11 1 292496
3 16 921910
28 29 240103
30 24 461590
8 34 522997
19 4 578554
1 30 196552
11 29 330680
25 10 213158
2 27 409069
32 31 684064
4 26 200217
35 36 157892
41 25 451408
27 34 635170
16 10 946466
36 5 194237
40 19 542096
35 27 566579
30 6 711454
8 40 370665
10 31 592887
28 15 486815
16 11 775283
34 7 110252
4 29 470191
41 37 306939
17 22 693638
10 14 699277
39 13 630209
15 29 726918
8 23 44957
17 25 600137
17 32 540657
16 36 839750
23 38 465854
37 30 557579
33 18 715334
29 33 60774
34 9 501583
23 12 542894
38 18 627352
29 2 49353
2 26 337609
27 19 139703
36 3 539079
48 1000
1 14 25444
40 32 113634
17 33 172668
4 46 127642
18 46 124235
16 44 76693
14 37 71740
28 15 36743
34 19 161003
29 9 132494
10 31 163107
43 22 117759
6 42 104067
45 27 181597
8 12 119049
24 9 161819
44 6 67319
4 32 32881
22 25 126393
5 19 102474
19 7 73737
7 47 103473
23 29 113229
17 47 202985
12 42 127006
22 35 97320
41 45 233887
31 44 130393
30 40 117083
19 13 46368
23 31 138772
16 43 106949
23 9 19265
36 13 89156
8 29 168673
31 22 171666
2 21 98791
18 16 52566
40 3 105855
1 24 91217
20 14 33018
30 43 102978
12 30 122206
38 25 101978
43 45 103538
18 17 207624
25 2 99650
25 23 39712
43 48 99582
19 27 140354
27 34 183517
11 4 47958
19 14 120623
43 6 109334
2 36 9085
18 30 139876
21 30 100201
17 2 182389
46 15 146618
25 3 149203
17 22 170038
46 44 62117
1 42 139170
22 34 155110
39 44 108385
43 35 40713
43 10 41028
20 25 80459
40 8 159977
47 22 39010
28 6 17347
42 23 94546
21 31 186973
20 35 120453
4 37 19887
33 27 137682
13 40 67685
35 25 50351
5 46 143800
15 35 114276
39 40 144454
8 21 103645
10 3 82614
31 18 125642
47 30 177691
20 33 156112
34 37 193719
35 48 65529
25 47 163547
13 16 78473
30 2 118560
1 34 146651
33 41 214134
35 47 136330
24 26 62452
28 39 106806
28 36 71357
21 23 48201
6 31 165411
42 32 117625
3 6 26079
30 17 184992
2 22 137280
38 9 81531
35 42 83907
26 2 89253
32 13 138418
40 17 165698
34 43 143111
38 21 90193
8 34 216405
10 29 138902
40 21 110984
1 28 52450
33 30 104920
15 11 66191
38 17 188636
1 2 73018
32 7 109288
23 1 51368
39 29 128597
33 40 150831
48 34 150189
24 14 65758
4 22 162737
31 33 145402
39 14 99118
15 36 34614
20 5 74024
12 22 150265
32 30 160775
8 33 63212
20 16 52051
44 35 29775
30 10 61950
15 18 72738
2 34 206310
2 45 125989
12 6 47335
44 48 35754
45 16 161880
22 11 123942
32 14 69737
10 4 118089
24 38 131458
44 38 81402
45 40 156719
23 16 95829
15 6 54090
32 22 175193
7 20 95242
39 13 76769
10 9 105717
37 29 40700
20 21 97731
26 14 109303
41 27 180209
7 15 25418
30 29 171851
21 27 43183
20 45 168273
12 21 111785
18 40 109508
3 22 89048
19 20 93296
46 40 147514
15 33 133651
2 35 70577
3 5 94460
7 1 114605
18 27 99315
22 33 132979
26 29 117362
4 25 124373
38 41 223442
31 13 169662
21 4 124257
35 40 93894
8 27 146828
19 37 89195
13 2 98241
34 47 116100
38 36 110920
20 2 51313
47 15 78061
31 26 160674
11 43 131583
36 24 110109
28 4 87745
10 47 115741
36 37 3506
20 11 73805
3 34 166138
2 6 93990
12 15 90408
2 10 110793
42 18 109336
44 1 32216
24 5 141905
1 12 12232
42 48 135632
30 7 158765
27 23 91384
28 34 160673
41 30 226458
11 46 125411
7 38 92680
44 34 178867
41 3 122047
12 23 63584
4 35 74022
8 16 151273
48 16 40939
33 11 128728
39 26 144659
42 31 174865
35 31 149411
8 46 98425
7 28 62155
10 33 132766
33 13 145302
5 45 166870
46 24 175966
47 45 213726
38 18 77056
28 43 114922
1 29 112232
18 4 61517
19 9 137492
45 11 148481
21 46 91182
2 12 71900
11 47 144252
35 24 153193
10 46 129433
4 17 189685
36 43 100006
5 15 66410
18 47 119297
1 39 76169
35 5 111458
37 30 131151
35 11 93069
39 4 107784
15 23 103637
13 20 46928
1 18 29902
46 32 145134
6 5 116701
35 26 97262
38 12 94726
35 10 81741
38 32 127420
31 47 193181
40 29 108578
3 17 166713
32 43 116506
11 13 120733
34 42 184684
19 42 23681
36 23 69023
44 24 123418
39 18 46267
33 21 94499
7 34 198898
33 9 27033
20 12 70694
4 3 79018
35 13 94293
8 24 197998
42 41 216016
47 3 50038
40 20 106600
15 14 63749
5 29 76002
11 27 78100
7 23 106765
29 6 122099
29 7 97220
38 8 117710
44 12 44448
39 8 182965
6 8 141899
31 24 190615
43 37 103512
46 22 129662
21 18 129455
31 2 89591
37 48 75070
16 17 183406
27 36 64693
25 34 144320
42 4 125751
25 6 123136
29 27 108899
43 23 51352
27 15 99307
11 5 63373
11 8 137874
45 24 208605
4 9 103926
37 10 98202
28 16 7973
3 20 68744
39 15 119005
3 46 145934
4 15 50995
40 28 114575
39 5 123199
15 45 169688
7 8 162209
47 38 157930
40 44 114259
30 9 77887
20 17 167117
9 36 88288
34 32 222152
43 44 70488
27 2 55608
34 40 182320
24 43 120544
21 13 50803
27 22 81663
43 13 53580
25 33 86010
21 37 111382
23 13 99004
39 2 100488
2 42 118455
30 19 95766
15 13 116758
20 41 167870
32 11 64707
36 20 42228
31 19 151184
17 29 210498
23 38 62266
36 34 197225
43 42 43194
46 1 94333
48 11 58236
38 5 142716
37 38 114426
21 5 139672
41 34 165485
41 24 152079
42 45 146732
18 11 76713
38 26 100474
17 27 174741
36 8 124467
9 21 67466
37 2 12591
26 43 89560
40 43 53181
22 30 138681
14 34 171733
17 10 169809
28 46 137214
31 36 80506
42 8 149990
17 26 93136
30 28 135844
26 10 76673
2 3 71722
48 26 131209
4 48 63677
37 44 53393
10 23 86452
30 3 144564
38 30 99690
25 12 103296
33 47 166769
29 21 152082
10 19 58939
9 32 121418
45 36 135074
1 6 35103
21 17 131558
14 36 75272
8 10 141896
18 36 45136
25 8 95156
36 21 107876
18 6 43192
19 2 94774
5 36 31796
14 25 113477
4 30 143283
18 25 120966
35 34 183824
15 29 71808
39 30 126167
16 12 56709
41 1 116484
21 44 67337
32 36 49262
6 14 9659
25 16 132510
35 17 137009
23 47 125691
9 22 105946
44 42 113682
35 8 66083
13 14 79946
45 44 85187
30 44 77758
10 11 133285
20 48 54924
31 46 181753
32 6 60078
22 36 146356
29 43 144212
14 31 155752
22 16 105741
47 29 149869
29 41 97699
36 30 127645
31 27 145199
33 32 148451
21 10 38251
4 26 96549
37 13 85650
44 29 94093
43 21 79279
48 10 99593
48 3 57632
30 20 96326
36 40 64372
3 12 73402
11 37 35083
31 39 171909
14 18 52851
20 26 115384
12 31 143312
43 12 83812
3 35 123161
14 38 129907
41 4 158286
22 37 148179
16 47 66731
11 1 54698
34 24 199425
42 7 97418
8 18 136698
6 7 79502
39 16 98833
18 48 33440
18 35 88656
19 3 102337
17 46 89927
3 11 94214
10 38 51942
3 23 112522
19 16 101590
6 21 99306
33 35 56937
41 14 134852
25 43 91064
12 17 189954
48 39 79707
31 43 180512
37 3 59131
8 14 132240
39 32 140665
43 18 66142
47 19 101099
32 8 157597
11 29 75783
13 4 105537
26 5 111964
42 25 134258
30 26 138623
47 28 58758
43 3 118791
37 42 112876
12 47 123440
10 14 84954
19 25 139516
45 1 117403
46 19 136247
33 18 127552
19 44 135576
10 28 73894
6 11 89801
38 20 97220
24 15 75495
44 8 74580
15 25 143349
24 21 100874
36 10 101708
5 25 140531
40 47 122416
29 48 115770
37 33 118827
41 11 171182
4 27 81074
4 33 130959
5 16 111126
41 23 167836
6 46 119867
48 46 97871
43 1 96044
23 8 55472
28 2 80442
19 29 119679
18 10 107170
16 27 65497
42 11 140947
26 8 142093
22 1 138033
13 7 109367
46 7 149746
4 2 25466
44 18 62118
10 1 103131
27 37 68199
24 20 98776
25 40 144245
37 35 83168
31 29 106810
11 9 101695
18 41 146386
47 13 128293
44 5 81683
3 21 111999
16 7 70128
29 28 108551
43 39 112409
33 19 164525
35 28 114441
12 18 17670
11 34 201349
32 24 116177
45 39 193572
23 28 103802
16 30 127871
4 16 95711
19 45 170413
7 35 117404
20 43 100508
14 21 108965
16 2 88415
41 9 187101
37 5 35302
38 27 133376
17 11 204881
4 12 79187
39 47 165564
37 46 115510
45 26 190964
43 14 118993
36 6 84905
43 17 177722
26 13 89225
44 4 66268
37 32 52768
45 30 162945
22 41 175506
22 24 136520
23 19 118227
35 9 29904
23 14 76796
32 18 94398
14 9 96065
14 3 35726
14 27 65782
48 2 76556
30 11 141052
33 43 97650
34 13 114635
31 28 151863
15 38 118092
7 18 98150
20 10 59499
7 39 144417
10 41 175277
44 11 63294
11 23 82430
27 6 56123
15 17 138690
25 48 94602
42 28 102666
6 16 9374
17 6 192780
37 28 67851
23 24 142554
45 46 91083
11 24 141686
24 17 155588
9 45 123588
45 48 120941
3 18 69259
6 37 81399
14 40 139618
14 4 85583
34 21 140334
24 6 56099
23 5 100819
20 8 165258
25 17 86658
41 44 148700
39 36 91403
9 34 203297
46 47 160278
28 20 60024
30 5 159441
3 16 16693
26 44 105759
1 25 91064
45 28 169853
3 38 107877
38 45 92624
7 27 101747
10 15 110637
18 13 119722
10 42 82601
5 27 96489
28 26 82297
32 41 190752
23 18 81254
32 19 93944
47 5 144471
2 7 69111
6 9 105720
31 25 178495
25 24 179235
10 32 135373
38 22 128673
32 47 136183
12 40 127178
42 3 111395
47 27 120673
47 36 112675
8 2 115382
5 14 107042
31 8 83328
3 36 62637
24 30 150631
11 12 66930
2 5 40881
9 17 145635
34 39 191404
25 32 141890
33 12 109882
28 22 97768
35 23 10639
40 11 95949
39 46 170502
8 3 167966
32 35 106903
21 22 38480
28 12 64682
13 30 49398
36 1 75038
13 24 101233
6 38 120248
18 2 54221
23 4 84661
3 39 115526
22 18 158307
14 30 129344
45 3 178573
38 35 51627
40 5 81157
17 23 126370
5 48 110372
13 42 70049
38 31 191426
8 5 132038
5 22 178152
35 27 102023
29 4 60587
12 36 62806
10 22 76731
25 45 87814
43 38 10914
47 20 83089
35 12 70986
21 19 97171
26 16 90270
45 6 152506
48 8 110334
42 39 146818
14 12 37676
24 3 47472
14 28 27006
24 4 126490
10 39 89321
32 16 69452
25 9 58977
13 5 120952
29 2 53291
21 35 58840
28 21 112145
35 6 97094
45 8 159767
37 17 169798
34 26 178756
31 32 129768
18 20 80352
39 12 63937
22 42 159332
40 26 72562
18 34 152089
20 46 77190
1 47 111208
19 48 133409
24 37 106603
26 19 93879
2 44 40802
28 48 48912
33 45 150621
41 5 173701
32 12 107413
15 48 85655
44 23 19136
1 9 70617
41 13 187829
46 2 102919
23 48 54890
13 10 12552
34 38 154025
46 13 124118
7 43 81766
31 15 115120
6 48 31565
19 35 107588
27 32 97823
33 29 159527
36 4 16381
25 29 152941
13 9 118269
7 45 185304
24 47 97510
5 34 181787
30 34 164033
45 34 97626
9 37 91794
24 48 87664
21 7 58564
41 48 112946
29 12 100000
39 20 123697
14 2 84331
46 14 110208
40 37 67878
4 8 140105
15 34 194161
7 5 91822
27 26 81605
7 37 56520
36 25 108735
16 9 115094
1 38 106958
14 29 112440
15 22 117071
23 6 86455
44 17 145506
46 16 129241
7 24 82594
36 7 60026
10 44 105588
12 26 135962
31 11 112083
36 16 79330
20 27 98817
16 10 65921
42 33 140844
2 11 22492
37 18 41630
10 25 126164
31 5 48710
34 17 230978
48 13 87041
41 7 175482
28 8 159246
30 42 91245
7 44 109913
2 9 79203
22 29 116236
38 33 108564
43 41 212528
41 25 207548
32 1 95181
4 7 76407
10 45 144566
23 30 58622
23 46 42981
33 36 115321
17 14 200135
29 16 116524
29 13 126350
38 29 155126
12 7 115820
26 22 76902
33 16 138886
40 42 44998
44 47 143424
47 4 129056
16 24 46725
1 35 61991
46 25 3269
28 11 102934
30 27 143384
4 34 213606
40 23 104533
48 40 142948
15 19 99149
28 25 140483
30 15 162259
43 2 109091
17 5 205100
48 14 21906
9 3 131787
19 39 123137
35 41 178475
44 3 93386
32 15 83876
3 28 8720
35 45 114989
48 22 141571
38 19 77789
27 39 145582
15 44 84501
22 45 191004
5 12 94602
11 16 99175
3 15 28023
31 37 84012
4 5 48177
17 8 181814
34 10 102083
13 12 102811
36 41 141905
45 13 142916
15 40 77832
3 33 122193
41 17 268584
42 46 137527
29 20 79422
33 39 173819
34 12 134419
13 17 182361
21 42 120852
32 45 168204
13 8 135238
6 41 130674
9 48 74155
25 30 98334
6 13 87847
34 31 133077
14 16 19033
1 37 71532
7 33 108239
39 17 208323
1 19 136947
16 37 75824
41 37 138399
4 20 58609
40 4 80753
7 25 146477
46 38 105275
36 26 80197
36 19 85689
32 44 83017
3 7 53435
6 26 99644
46 29 156210
44 33 65434
44 36 49903
5 18 76932
43 9 70645
31 30 169168
20 37 38722
1 17 177722
8 19 173671
7 31 140532
21 26 38422
37 12 59300
27 48 87688
1 31 155544
36 35 79662
29 45 179280
20 44 90678
6 34 162074
27 3 82190
46 26 129604
7 10 96815
23 37 72558
41 21 137026
27 43 122462
9 31 119526
8 43 106796
22 7 97044
36 29 44206
42 29 143360
29 3 99831
25 26 126335
48 38 110496
48 36 78576
16 41 121300
26 37 76662
39 9 146786
41 26 175448
22 8 88338
1 48 3538
2 40 73457
11 25 122142
19 12 148495
6 33 132753
11 38 142497
26 47 115912
46 36 112004
47 9 139736
7 40 52420
27 12 103458
27 40 129065
16 42 94693
35 16 106468
24 33 169665
48 12 15770
43 15 107178
23 32 102153
38 4 94539
10 12 115363
40 22 149464
36 11 31577
6 30 137245
11 19 117266
46 33 89279
3 13 95166
41 2 150990
1 3 61170
2 24 119194
1 33 97650
29 32 93468
48 17 181260
28 17 175433
26 23 86623
10 24 112646
28 5 103153
3 26 73577
41 15 150070
14 22 124774
33 28 130913
5 32 81058
18 28 60539
39 22 144717
47 14 85764
48 21 103091
20 23 109814
40 16 122548
47 37 109169
10 40 80237
32 28 77425
38 13 50292
42 36 109370
35 46 53620
9 28 123067
26 7 20142
8 41 223280
23 39 127521
36 17 173304
17 32 200899
48 47 107670
32 21 141006
18 19 130825
22 6 115115
4 45 151455
23 2 59938
21 1 99553
31 20 122734
45 17 174472
32 2 42215
14 35 87435
17 19 187015
21 11 121283
39 21 106237
27 1 91226
45 31 215580
24 18 99291
16 31 159836
33 2 106236
42 15 122830
20 9 129079
7 9 126030
47 6 76105
37 15 31108
22 20 122098
43 5 131802
24 39 145558
22 23 86681
26 15 45554
38 28 116597
33 26 128381
14 45 142847
14 33 123121
34 20 161563
13 44 118140
9 19
4 8 574209
3 5 570051
5 4 606835
5 7 998358
3 1 97418
8 9 415878
5 9 358109
3 2 308933
1 9 309360
8 5 773987
7 2 743615
3 9 211942
5 1 576801
1 6 602809
8 7 826120
6 4 818725
9 6 660394
5 2 365286
2 6 814298
8 11
5 1 622201
6 2 152246
3 6 195678
6 8 756234
1 7 634756
7 8 423016
3 8 560556
4 1 171419
5 2 163419
4 3 586769
4 6 471215
50 50
35 12 665431
22 37 77036
48 16 254229
30 25 675818
37 3 663740
19 42 770087
30 43 791329
42 17 923639
14 10 719379
20 38 528192
50 11 745249
49 16 943941
45 38 599940
50 25 948844
40 21 935488
36 13 613831
33 36 736496
29 30 575038
39 6 333109
33 34 977479
2 23 846255
27 49 967262
25 48 775968
22 18 374805
31 4 823559
29 43 526616
29 5 765611
31 2 914111
3 19 145551
28 35 947691
24 48 837829
46 31 462843
20 37 279779
32 24 624983
10 7 956554
6 46 420043
41 43 675489
23 26 614899
9 36 494526
42 13 636870
25 46 762105
45 28 728821
45 36 658208
33 30 451102
29 45 955207
29 27 702328
34 37 789341
9 2 751087
16 43 16108
11 17 460427
2 1
2 1 5
36 390
3 34 160966
24 30 169623
11 32 75367
4 10 140210
4 35 242596
23 21 25856
29 21 144048
36 25 197587
11 20 138214
14 30 208052
23 31 210065
29 26 116548
4 12 223871
3 36 269606
20 16 119322
23 25 144198
1 20 112741
2 35 227794
31 18 153078
29 35 184666
10 16 16499
36 13 198799
26 16 133006
3 1 136752
25 29 198220
24 34 88780
9 5 158956
25 16 116226
32 13 14773
30 28 184631
6 2 124870
24 31 152124
3 26 212638
31 5 225482
1 16 135867
5 23 128984
13 26 137350
22 1 180384
6 7 38243
21 4 154593
32 23 139703
15 24 156449
14 12 242105
13 17 114982
20 18 178940
22 15 282300
29 6 211072
7 13 39172
32 7 53945
19 34 79918
22 3 138217
19 31 160986
1 9 112690
7 27 38286
29 4 247166
30 17 238204
11 35 164781
24 10 46468
6 27 76529
16 5 142358
15 13 131773
34 5 83547
22 2 174990
14 8 174375
15 9 135257
32 5 140699
12 25 235461
6 5 141575
23 36 109003
28 5 181927
35 21 165891
31 16 182093
12 20 153579
1 31 149359
2 17 224203
31 17 203231
33 5 178414
9 19 135042
17 3 204023
14 25 283905
19 30 160761
14 3 181825
4 23 180449
21 30 137538
1 19 156974
21 22 164843
15 25 70192
2 28 213135
7 3 156565
21 11 104072
10 29 158354
12 22 221222
11 13 60594
35 15 232675
26 4 190732
24 7 108565
16 17 206171
33 18 192984
10 6 100340
7 2 86627
28 10 149856
7 4 117683
10 9 117721
2 14 243450
28 7 158685
30 29 224942
28 14 104580
17 6 191074
29 2 182884
7 11 99766
5 12 191213
35 34 160952
19 15 165311
13 21 115652
14 22 235357
31 12 190197
28 36 214718
11 17 175576
7 18 107272
34 12 179801
33 10 153369
9 6 109122
16 33 136870
35 3 168892
12 19 197812
27 3 179467
23 22 158993
10 23 40239
1 13 145720
31 30 222778
15 18 276894
14 9 137713
26 36 214353
34 11 84379
32 29 145944
33 26 138906
32 20 178357
27 23 64050
17 21 208287
13 30 139800
10 21 14383
3 2 169867
5 29 227646
34 2 66842
2 10 72152
33 35 191623
10 12 188972
36 10 97530
22 25 283185
27 14 195109
19 36 102468
12 13 137422
7 33 162198
35 5 118235
20 24 149291
12 35 72978
11 10 89689
27 17 175862
20 3 145842
26 19 111885
29 33 218864
29 31 165649
30 1 153079
27 30 99344
11 2 114219
15 2 240994
24 8 151020
20 28 219561
25 34 175037
11 33 95403
9 20 196590
3 16 208985
2 18 193899
31 21 184209
18 25 296544
25 13 179222
14 21 233303
32 14 119456
31 6 84049
27 12 198302
13 31 88249
8 16 152785
2 21 86535
29 23 169904
27 32 75653
31 15 213658
19 35 180003
9 8 73176
1 14 250403
21 5 140242
22 24 196928
28 24 103388
18 14 279350
6 18 69029
13 35 177860
7 8 74189
3 33 80758
12 15 239649
28 25 189645
20 4 161995
23 13 141508
35 23 171951
19 22 188066
21 26 135108
18 11 161189
4 22 148962
15 21 188534
33 27 161281
9 16 124219
30 15 254995
5 1 150375
17 8 155128
14 26 239973
31 33 169991
25 7 194822
23 1 159607
20 30 40338
9 24 143904
24 21 32085
26 28 135393
19 29 120825
29 27 134543
16 28 133357
8 4 126595
18 3 187351
1 25 194623
32 3 103814
18 36 266899
29 14 156094
21 8 150669
12 2 246643
23 18 209608
11 14 194823
10 14 218920
27 11 65878
13 14 134229
23 33 164842
2 16 88651
27 1 171945
33 21 138986
30 5 2704
30 7 100628
29 36 223293
8 22 202122
13 34 58957
2 24 118620
34 26 92834
12 1 40838
27 5 102048
6 21 114723
21 20 117206
11 8 100740
19 25 95119
18 32 159894
35 18 259541
33 25 193158
19 18 206975
13 18 145121
5 36 161398
9 31 121279
33 4 235538
32 28 137829
20 27 139682
17 24 225856
14 20 242982
22 29 197637
22 35 148244
21 18 183752
15 23 214390
32 30 137995
36 34 139842
30 26 173677
26 32 149986
17 35 220935
8 36 233816
20 25 235548
21 12 174589
9 25 146192
16 21 2116
10 35 180274
4 3 205036
25 11 185184
4 2 164740
34 1 188099
8 29 200863
22 20 67643
18 16 185868
15 16 186418
9 4 119479
28 6 120442
21 19 23223
20 31 197820
6 30 138871
4 30 121657
7 14 173408
19 2 109758
2 20 188023
22 7 127933
10 18 169369
26 17 250195
4 34 97898
7 23 102356
30 33 181118
31 22 250083
17 14 165707
32 1 130947
22 34 108148
26 23 160964
17 28 217426
31 32 103022
3 9 122071
7 10 62097
16 36 85263
26 8 97204
13 27 77458
8 19 142158
30 25 255880
26 7 112619
7 9 72202
15 28 254829
36 22 191407
33 8 121888
4 32 101222
32 35 163087
6 11 136686
4 6 155926
35 20 80601
22 6 166176
16 22 166959
24 3 180633
32 8 54919
15 17 217209
8 27 112475
15 14 236456
19 24 8862
22 10 150460
16 24 29969
15 11 192367
32 9 18257
22 30 27305
30 10 123155
28 11 98916
29 18 280101
4 31 174698
1 7 184892
21 27 38194
35 26 68118
29 24 111963
10 5 125859
18 5 210604
36 12 257736
26 25 94365
6 36 197870
7 31 122292
3 12 149811
3 28 77245
18 28 189471
7 15 170945
7 29 172829
17 4 201431
10 34 42312
9 26 168243
2 8 160816
32 22 165300
28 23 161329
22 9 183557
16 11 106188
18 9 178151
32 12 122649
17 29 246153
5 17 240908
3 8 154268
27 16 40310
35 16 168007
21 3 211101
7 16 78596
3 6 118322
6 12 213514
13 29 160717
20 29 261254
